he2022

135

pe

wavel  k
8.1024600146  n  1.26351
8.1112400113  n  1.26317
8.120030024  n  1.26289
8.1288099682  n  1.26255
8.1375999801  n  1.26226
8.1463800216  n  1.26197
8.1551600091  n  1.26162
8.1639500116  n  1.26134
8.1727299946  n  1.26097
8.1815100066  n  1.2607
8.190299982  n  1.26037
8.1990800255  n  1.26003
8.207859983  n  1.25973
8.2166499878  n  1.25932
8.2254300175  n  1.25908
8.2342099822  n  1.25871
8.2430000135  n  1.25837
8.2517800286  n  1.25804
8.2605600025  n  1.25763
8.2693499958  n  1.25741
8.2781300026  n  1.25698
8.2869099945  n  1.25666
8.2957000284  n  1.25632
8.3044799713  n  1.25587
8.3132700182  n  1.25564
8.3220500205  n  1.25519
8.3308299883  n  1.25491
8.3396200169  n  1.25459
8.348399969  n  1.25418
8.3571799893  n  1.25419
8.3659700282  n  1.25321
8.3747500315  n  1.2525
8.3835299987  n  1.25217
8.3923200134  n  1.25212
8.4010999661  n  1.25207
8.4098799909  n  1.25185
8.4186700239  n  1.25121
8.4274499709  n  1.25041
8.436230031  n  1.24988
8.4450199894  n  1.24943
8.4537999831  n  1.24857
8.4625900165  n  1.24791
8.4713700012  n  1.24756
8.4801500295  n  1.24699
8.4889399893  n  1.24681
8.4977200277  n  1.24643
8.5065000123  n  1.24579
8.5152899653  n  1.24491
8.5240699833  n  1.24464
8.5328499963  n  1.24458
8.5416400167  n  1.2443
8.5504200184  n  1.24347
8.5591999935  n  1.24252
8.5679900167  n  1.24217
8.5767700123  n  1.24185
8.5855500351  n  1.24134
8.5943400014  n  1.24142
8.6031200075  n  1.24138
8.6119000234  n  1.24095
8.6206900268  n  1.24
8.6294699921  n  1.23862
8.638260025  n  1.23774
8.6470400188  n  1.23721
8.6558199721  n  1.23686
8.6646099655  n  1.23526
8.6733899953  n  1.23514
8.6821699719  n  1.2356
8.6909599624  n  1.23605
8.6997399926  n  1.2345
8.7085200346  n  1.2337
8.7173099895  n  1.23354
8.7260899899  n  1.23395
8.7348699932  n  1.23241
8.7436600377  n  1.23125
8.7524399833  n  1.23067
8.7612200016  n  1.23056
8.7700099617  n  1.23029
8.7787899869  n  1.22991
8.7875799649  n  1.22943
8.796360017  n  1.22797
8.8051400322  n  1.22728
8.8139299792  n  1.22696
8.8227100155  n  1.22631
8.831490013  n  1.22511
8.8402800003  n  1.22411
8.849060017  n  1.22353
8.8578399945  n  1.22371
8.8666300221  n  1.22339
8.8754100206  n  1.22287
8.8841899816  n  1.22296
8.8929799759  n  1.22288
8.9017599634  n  1.22246
8.9105399962  n  1.22149
8.9193299674  n  1.22065
8.9281100366  n  1.22
8.9368899975  n  1.2195
8.9456799616  n  1.21791
8.9544599716  n  1.21721
8.9632500027  n  1.21686
8.9720300194  n  1.21559
8.9808099938  n  1.21534
8.9895999767  n  1.21515
8.9983799767  n  1.21409
9.0071600257  n  1.21377
9.0159499909  n  1.21363
9.0247300074  n  1.2135
9.0335100041  n  1.21341
9.0422999879  n  1.21279
9.051079978  n  1.21145
9.0598599625  n  1.21074
9.068650007  n  1.21017
9.0774300151  n  1.20973
9.0862100335  n  1.20992
9.0950000219  n  1.2099
9.1037800151  n  1.20963
9.1125700012  n  1.20793
9.1213500211  n  1.20708
9.1301299712  n  1.20694
9.1389199917  n  1.20578
9.1477000084  n  1.20484
9.1564799759  n  1.20411
9.1652700094  n  1.2036
9.1740500033  n  1.20313
9.1828299702  n  1.20268
9.19162  n  1.20193
9.2004000408  n  1.20104
9.2091799943  n  1.20002
9.2179700085  n  1.20029
9.2267500017  n  1.20004
9.2355300186  n  1.199
9.2443200101  n  1.1996
9.253100036  n  1.19968
9.2618800283  n  1.19847
9.2706699948  n  1.19621
9.2794499677  n  1.1941
9.2882400302  n  1.19307
9.2970199667  n  1.19307
9.3057999776  n  1.19339
9.3145899937  n  1.19328
9.323370032  n  1.19279
9.3321500043  n  1.19204
9.3409399846  n  1.19192
9.3497199642  n  1.19145
9.3584999994  n  1.19057
9.3672899593  n  1.18987
9.3760699854  n  1.18902
9.384850016  n  1.18778
9.3936399759  n  1.18692
9.4024199836  n  1.18618
9.4112000339  n  1.18528
9.4199900195  n  1.18465
9.4287700362  n  1.18424
9.4375600223  n  1.18289
9.4463399995  n  1.1818
9.4551199683  n  1.18131
9.4639100038  n  1.17971
9.4726900168  n  1.17807
9.4814699745  n  1.17881
9.4902600085  n  1.17885
9.499040008  n  1.17823
9.5078199965  n  1.17514
9.5166099818  n  1.17294
9.5253900128  n  1.17412
9.5341699885  n  1.17323
9.5429599723  n  1.17112
9.5517399941  n  1.17144
9.5605200085  n  1.17108
9.5693100438  n  1.16945
9.5780900195  n  1.16847
9.5868700375  n  1.16769
9.5956599981  n  1.16585
9.6044399866  n  1.16489
9.6132299578  n  1.16529
9.6220100169  n  1.16484
9.63078999  n  1.16402
9.6395799611  n  1.16228
9.6483600195  n  1.16078
9.6571400461  n  1.15963
9.6659299939  n  1.15845
9.6747100303  n  1.15729
9.6834899972  n  1.15705
9.6922799962  n  1.1561
9.7010599931  n  1.15385
9.7098399781  n  1.15209
9.7186300141  n  1.15057
9.727409958  n  1.14963
9.7361900444  n  1.14867
9.7449800124  n  1.1476
9.7537599891  n  1.14629
9.7625499874  n  1.1448
9.7713299681  n  1.14298
9.7801099732  n  1.14116
9.7889000217  n  1.13977
9.7976799662  n  1.13851
9.8064599996  n  1.13743
9.815250003  n  1.13626
9.8240300097  n  1.13504
9.8328099787  n  1.13385
9.8416000379  n  1.13244
9.8503800168  n  1.13017
9.8591600258  n  1.12905
9.8679499554  n  1.12934
9.8767300142  n  1.12832
9.8855099776  n  1.12675
9.8942999848  n  1.12446
9.9030800411  n  1.1222
9.9118599746  n  1.12024
9.9206499788  n  1.11852
9.9294299526  n  1.11712
9.9382200489  n  1.11505
9.9469999967  n  1.11261
9.9557800093  n  1.11118
9.964569975  n  1.10994
9.973350012  n  1.10896
9.9821299909  n  1.10769
9.9909199522  n  1.10568
9.999700009  n  1.10388
10.0084799849  n  1.10229
10.0172699738  n  1.10012
10.0260499838  n  1.0977
10.0348299918  n  1.09687
10.0436200445  n  1.09612
10.0524000452  n  1.09405
10.0611800235  n  1.09217
10.069969978  n  1.09089
10.0787500108  n  1.08838
10.0875399745  n  1.08426
10.0963200034  n  1.08178
10.1051000127  n  1.08037
10.1138899867  n  1.07936
10.1226699562  n  1.07847
10.1314499913  n  1.07648
10.1402400266  n  1.07436
10.1490199888  n  1.07183
10.1578000009  n  1.06948
10.1665900495  n  1.06769
10.1753699574  n  1.06592
10.1841500041  n  1.06417
10.1929400211  n  1.06215
10.2017200386  n  1.05986
10.2104999738  n  1.05781
10.2192900218  n  1.05589
10.2280700053  n  1.05263
10.2368499984  n  1.04894
10.2456400396  n  1.04895
10.2544199524  n  1.0495
10.2632099751  n  1.04711
10.271989968  n  1.04462
10.2807699873  n  1.04156
10.2895600529  n  1.03857
10.298340027  n  1.03589
10.3071200183  n  1.03324
10.3159099917  n  1.03066
10.324690026  n  1.02821
10.3334699625  n  1.02599
10.342260031  n  1.02396
10.3510399949  n  1.02215
10.3598199604  n  1.01978
10.3686099954  n  1.01687
10.3773899752  n  1.01592
10.3861699506  n  1.01638
10.394960041  n  1.01574
10.4037400197  n  1.0145
10.4125299637  n  1.01144
10.4213100116  n  1.00759
10.4300899752  n  1.00538
10.4388799508  n  1.00373
10.4476599765  n  1.00213
10.4564400236  n  1.00054
10.4652300215  n  0.99959
10.4740100167  n  0.99876
10.4827900315  n  0.99605
10.4915800454  n  0.99301
10.5003600048  n  0.99082
10.509139983  n  0.98876
10.5179300099  n  0.98592
10.5267100425  n  0.98297
10.5354899833  n  0.98521
10.5442800239  n  0.98804
10.5530600207  n  0.98629
10.5618400381  n  0.98402
10.5706299845  n  0.9812
10.5794099503  n  0.97833
10.5882000292  n  0.97688
10.5969800218  n  0.97561
10.6057599649  n  0.9738
10.6145499623  n  0.97189
10.6233300524  n  0.9713
10.6321099843  n  0.97096
10.6409000252  n  0.97105
10.6496800011  n  0.97124
10.6584600503  n  0.96992
10.6672500372  n  0.96814
10.676030029  n  0.96823
10.6848099869  n  0.96903
10.6936000525  n  0.9659
10.7023799664  n  0.96086
10.7111599683  n  0.9579
10.719950021  n  0.95623
10.7287299951  n  0.95621
10.7375199819  n  0.95754
10.7463000167  n  0.9582
10.7550799631  n  0.95814
10.7638699811  n  0.95782
10.7726500083  n  0.9571
10.7814299572  n  0.95607
10.7902200381  n  0.95437
10.7989999737  n  0.9535
10.8077799588  n  0.95569
10.8165700204  n  0.95754
10.8253500166  n  0.95661
10.8341299579  n  0.95568
10.8429200378  n  0.95521
10.8517000165  n  0.95475
10.8604799537  n  0.95518
10.8692699749  n  0.95572
10.8780499781  n  0.95602
10.8868299547  n  0.95625
10.8956199608  n  0.95616
10.9044000345  n  0.95588
10.9131899826  n  0.95621
10.9219700167  n  0.95717
10.9307499715  n  0.95752
10.9395399849  n  0.95674
10.9483200536  n  0.95665
10.9570999405  n  0.95939
10.9658899523  n  0.96202
10.9746699898  n  0.96188
10.9834499838  n  0.96174
10.9922400501  n  0.96301
11.0010199926  n  0.96451
11.0098000322  n  0.96473
11.01858997  n  0.96439
11.0273699985  n  0.9646
11.0361500241  n  0.96536
11.0449400164  n  0.96604
11.0537199515  n  0.96655
11.0625099404  n  0.96717
11.0712900182  n  0.9685
11.0800700486  n  0.96982
11.0888599583  n  0.97081
11.0976400558  n  0.97176
11.1064200061  n  0.97454
11.1152100301  n  0.97809
11.1239899723  n  0.98031
11.1327700389  n  0.98108
11.1415600042  n  0.98174
11.1503399895  n  0.98208
11.1591200012  n  0.98244
11.1679099845  n  0.98393
11.1766899669  n  0.98543
11.1854700029  n  0.98865
11.1942599596  n  0.99238
11.2030400211  n  0.99462
11.2118200389  n  0.99546
11.2206100525  n  0.99574
11.2293900267  n  0.99434
11.2381799633  n  0.99294
11.246960017  n  0.99569
11.2557399912  n  0.9985
11.2645300046  n  1.00107
11.2733099922  n  1.00353
11.2820900577  n  1.00548
11.2908799859  n  1.00672
11.29966  n  1.00795
11.3084399965  n  1.00912
11.3172300618  n  1.01028
11.3260099429  n  1.01248
11.3347899672  n  1.01489
11.3435800118  n  1.01694
11.3523599871  n  1.01865
11.3611400113  n  1.02067
11.3699300075  n  1.02391
11.3787100512  n  1.02716
11.3874900496  n  1.03037
11.3962799716  n  1.03357
11.4050600602  n  1.03595
11.4138500405  n  1.03765
11.4226299639  n  1.03935
11.4314099456  n  1.04109
11.4402000324  n  1.04283
11.4489800533  n  1.04484
11.4577600395  n  1.0469
11.4665499525  n  1.04855
11.4753300543  n  1.04976
11.4841100284  n  1.05116
11.4929000139  n  1.05401
11.5016800504  n  1.05686
11.5104599982  n  1.05963
11.5192500434  n  1.06237
11.5280300015  n  1.0651
11.5368100441  n  1.06781
11.5456000053  n  1.07051
11.5543800078  n  1.0721
11.5631700315  n  1.07365
11.5719500051  n  1.07548
11.5807300451  n  1.07753
11.5895200606  n  1.07978
11.5983000232  n  1.08319
11.6070799613  n  1.0866
11.615869964  n  1.08887
11.6246500472  n  1.09069
11.6334300153  n  1.09264
11.6422200032  n  1.09489
11.650999936  n  1.09713
11.6597799342  n  1.10034
11.6685700438  n  1.10371
11.6773499628  n  1.10698
11.6861299941  n  1.1101
11.694919956  n  1.11323
11.7037000019  n  1.11516
11.7124799343  n  1.11702
11.7212700273  n  1.11887
11.7300499328  n  1.1207
11.7388399699  n  1.12253
11.7476200056  n  1.12535
11.7564000549  n  1.12816
11.7651900545  n  1.13086
11.7739700575  n  1.13345
11.7827499857  n  1.13603
11.7915399592  n  1.13849
11.8003199421  n  1.14095
11.8091000405  n  1.14352
11.8178900022  n  1.14619
11.8266699805  n  1.14887
11.8354499872  n  1.15184
11.8442399536  n  1.1548
11.853019945  n  1.15721
11.8618000184  n  1.15903
11.870590009  n  1.16085
11.8793700342  n  1.16345
11.8881599479  n  1.16608
11.89693995  n  1.16889
11.9057200318  n  1.17196
11.9145099597  n  1.17503
11.9232899877  n  1.17758
11.9320700095  n  1.18005
11.9408599774  n  1.18227
11.9496400583  n  1.18392
11.9584200473  n  1.18557
11.9672099405  n  1.18715
11.9759899605  n  1.18869
11.9847699461  n  1.19052
11.9935599381  n  1.19377
12.0023399282  n  1.19702
12.0111199429  n  1.19973
12.0199100675  n  1.20205
12.0286900617  n  1.20436
12.0374699959  n  1.20756
12.0462599995  n  1.21079
12.0550400338  n  1.21397
12.0638299656  n  1.21706
12.0726099884  n  1.22015
12.0813899562  n  1.22262
12.0901800728  n  1.22486
12.0989600073  n  1.22712
12.107739949  n  1.22944
12.1165300003  n  1.23176
12.1253100351  n  1.23466
12.1340899942  n  1.23821
12.1428800235  n  1.24176
12.1516600571  n  1.24402
12.1604399316  n  1.246
12.1692299852  n  1.24779
12.1780100649  n  1.24861
12.1867900509  n  1.24942
12.1955800291  n  1.25157
12.2043600564  n  1.25507
12.2131500501  n  1.25856
12.2219300095  n  1.26077
12.230710036  n  1.26269
12.23949999  n  1.26482
12.2482799342  n  1.26843
12.2570600145  n  1.27203
12.2658499835  n  1.27543
12.2746299687  n  1.27855
12.2834100092  n  1.28167
12.2922000508  n  1.28322
12.3009799846  n  1.28414
12.3097600444  n  1.28507
12.3185500672  n  1.28713
12.3273300099  n  1.28919
12.3361099984  n  1.29148
12.3449000644  n  1.29438
12.3536799265  n  1.29729
12.3624600598  n  1.30001
12.3712499278  n  1.30257
12.3800299272  n  1.30512
12.3888199424  n  1.3075
12.3976000081  n  1.30983
12.4063800603  n  1.31216
12.4151699372  n  1.31445
12.423950051  n  1.31674
12.432730072  n  1.31906
12.4415200347  n  1.32144
12.4502999589  n  1.32382
12.4590800205  n  1.32618
12.4678699873  n  1.32851
12.4766499496  n  1.33083
12.4854299714  n  1.3331
12.4942200176  n  1.33533
12.5029999385  n  1.33756
12.5117799973  n  1.33983
12.5205700445  n  1.3421
12.5293500024  n  1.34437
12.5381399246  n  1.34664
12.5469199915  n  1.3489
12.5557000675  n  1.35115
12.5644900723  n  1.35333
12.5732699448  n  1.35551
12.5820500649  n  1.35767
12.5908400782  n  1.35982
12.599619998  n  1.36197
12.6083999304  n  1.36409
12.6171900382  n  1.36618
12.6259699333  n  1.36828
12.6347499238  n  1.37044
12.6435400557  n  1.37263
12.6523200154  n  1.37482
12.6610999946  n  1.37698
12.6698899204  n  1.37913
12.6786700369  n  1.38127
12.6874499361  n  1.38333
12.6962400694  n  1.38537
12.7050199541  n  1.38742
12.7138100507  n  1.3894
12.7225899814  n  1.39137
12.7313700525  n  1.39335
12.7401599782  n  1.39532
12.7489399448  n  1.39729
12.757719977  n  1.39925
12.7665099922  n  1.40109
12.775289932  n  1.40294
12.784070026  n  1.40479
12.7928600694  n  1.40663
12.8016399208  n  1.40848
12.8104200161  n  1.41032
12.8192100272  n  1.41213
12.8279900586  n  1.41394
12.8367699313  n  1.41574
12.8455600157  n  1.4175
12.854340005  n  1.41927
12.8631300194  n  1.421
12.8719100272  n  1.42267
12.8806899176  n  1.42434
12.8894799661  n  1.42604
12.8982600595  n  1.4278
12.9070399617  n  1.42956
12.91582999  n  1.43134
12.9246099488  n  1.43315
12.9333899764  n  1.43497
12.9421799311  n  1.43677
12.9509600372  n  1.43855
12.9597399716  n  1.44033
12.9685299686  n  1.44207
12.977310004  n  1.44374
12.9860899627  n  1.4454
12.9948799523  n  1.44706
13.0036600362  n  1.44869
13.0124399707  n  1.45032
13.0212300739  n  1.45199
13.0300099893  n  1.45374
13.0388000528  n  1.4555
13.0475800229  n  1.45724
13.0563600631  n  1.45894
13.0651500501  n  1.46063
13.0739300018  n  1.46232
13.082709952  n  1.46393
13.0914999889  n  1.46555
13.1002800499  n  1.46716
13.1090600384  n  1.46867
13.117850083  n  1.47019
13.1266300403  n  1.47171
13.1354100259  n  1.47325
13.144200037  n  1.47479
13.152980022  n  1.47634
13.1617599647  n  1.47787
13.1705500758  n  1.47939
13.1793300501  n  1.48092
13.1881199991  n  1.4824
13.1969000851  n  1.48385
13.2056800112  n  1.48531
13.2144700561  n  1.48679
13.2232499538  n  1.4883
13.2320299704  n  1.4898
13.2408200765  n  1.49126
13.249599925  n  1.49267
13.2583799989  n  1.49407
13.2671699568  n  1.49543
13.2759500748  n  1.49671
13.2847299973  n  1.49799
13.2935199501  n  1.49927
13.3022999544  n  1.50052
13.3110800472  n  1.50178
13.319869964  n  1.50303
13.3286500012  n  1.50422
13.3374300584  n  1.50541
13.3462200876  n  1.50659
13.3549999511  n  1.50777
13.3637899452  n  1.50894
13.3725700586  n  1.51011
13.3813500779  n  1.51126
13.3901400204  n  1.51239
13.3989199747  n  1.51352
13.4076999455  n  1.51465
13.4164899905  n  1.51578
13.4252699399  n  1.51691
13.4340500184  n  1.51805
13.4428399623  n  1.51917
13.4516200647  n  1.52029
13.4604000482  n  1.52142
13.4691900494  n  1.52248
13.4779699212  n  1.52353
13.4867499695  n  1.52458
13.4955400074  n  1.5256
13.5043199915  n  1.5266
13.5131099463  n  1.5276
13.5218899589  n  1.52861
13.5306700374  n  1.52963
13.5394600591  n  1.53065
13.5482400328  n  1.53167
13.5570200059  n  1.53264
13.565810078  n  1.53361
13.5745899965  n  1.53459
13.5833700322  n  1.53543
13.5921599551  n  1.53619
13.6009399882  n  1.53696
13.609720073  n  1.53774
13.6185100173  n  1.53858
13.6272899673  n  1.53942
13.636070089  n  1.54026
13.6448600426  n  1.54142
13.6536400837  n  1.5426
13.662420045  n  1.54378
13.6712099971  n  1.54486
13.6799899326  n  1.54587
13.6887800284  n  1.54688
13.6975600386  n  1.54787
13.7063400471  n  1.54878
13.715130002  n  1.54969
13.7239099551  n  1.55061
13.73269003  n  1.55142
13.7414800247  n  1.55221
13.7502599143  n  1.553
13.7590400505  n  1.55375
13.76783008  n  1.55445
13.7766100907  n  1.55514
13.7853900947  n  1.55584
13.7941799651  n  1.55653
13.8029600945  n  1.55721
13.8117399624  n  1.5579
13.8205300519  n  1.5586
13.8293099169  n  1.5593
13.8380999868  n  1.56
13.8468799552  n  1.56068
13.8556599373  n  1.5613
13.8644499075  n  1.56192
13.8732300585  n  1.56254
13.8820099673  n  1.56314
13.8908000315  n  1.56371
13.8995799825  n  1.56429
13.9083600134  n  1.5649
13.9171499815  n  1.5656
13.9259299283  n  1.56629
13.9347100864  n  1.56698
13.9434999621  n  1.56759
13.95227991  n  1.56817
13.9610600069  n  1.56875
13.9698499904  n  1.56935
13.9786299458  n  1.57004
13.9874099882  n  1.57073
13.9962000877  n  1.57142
14.0049800589  n  1.57188
14.0137700706  n  1.57226
14.0225500835  n  1.57265
14.0313300799  n  1.57305
14.0401200924  n  1.57354
14.0489000063  n  1.57403
14.0576800389  n  1.57452
14.0664700634  n  1.57514
14.0752500873  n  1.57584
14.0840299705  n  1.57653
14.0928200197  n  1.57721
14.1015999689  n  1.5776
14.1103799144  n  1.57799
14.1191700023  n  1.57838
14.1279500908  n  1.57879
14.1367299145  n  1.57923
14.1455200572  n  1.57966
14.1542999015  n  1.5801
14.1630900497  n  1.5804
14.1718700341  n  1.58068
14.1806500521  n  1.58097
14.1894399492  n  1.5813
14.1982199862  n  1.58173
14.2069999963  n  1.58216
14.2157900637  n  1.5826
14.2245699717  n  1.58297
14.2333499944  n  1.58332
14.2421400513  n  1.58366
14.2509200536  n  1.584
14.2596999078  n  1.58448
14.2684899761  n  1.58495
14.2772700963  n  1.58542
14.2860500079  n  1.58584
14.2948399073  n  1.58618
14.3036199659  n  1.58652
14.3123999599  n  1.58686
14.321189919  n  1.58713
14.3299699413  n  1.58735
14.3387599135  n  1.58757
14.3475400906  n  1.5878
14.3563198975  n  1.58802
14.3651100437  n  1.58823
14.3738900931  n  1.58845
14.3826699183  n  1.58868
14.3914600615  n  1.58895
14.4002400117  n  1.58922
14.4090200927  n  1.58949
14.4178100555  n  1.58962
14.4265899364  n  1.58962
14.4353700981  n  1.58961
14.4441599105  n  1.58961
14.4529399628  n  1.58923
14.4617200295  n  1.58874
14.4705099328  n  1.58826
14.479289982  n  1.58778
14.4880800625  n  1.58755
14.4968600164  n  1.58732
14.5056400975  n  1.5871
14.5144299778  n  1.58694
14.5232100576  n  1.58701
14.5319899962  n  1.58709
14.5407799226  n  1.58716
14.5495599551  n  1.58724
14.5583399998  n  1.58731
14.5671300111  n  1.58738
14.5759100349  n  1.58745
14.5846900134  n  1.58751
14.5934799367  n  1.58756
14.6022599918  n  1.58761
14.611039944  n  1.58766
14.6198300334  n  1.58758
14.6286099478  n  1.58746
14.6373899157  n  1.58734
14.6461800002  n  1.58722
14.6549600306  n  1.58724
14.663749949  n  1.58726
14.6725299661  n  1.58728
14.6813099422  n  1.58731
14.6901000008  n  1.5874
14.6988800659  n  1.5875
14.7076600332  n  1.5876
14.7164500626  n  1.58768
14.7252300059  n  1.58769
14.7340100114  n  1.58769
14.7428000587  n  1.5877
14.7515799274  n  1.58751
14.7603600199  n  1.58679
14.7691499161  n  1.58607
14.7779299773  n  1.58535
14.786709989  n  1.58467
14.7955000019  n  1.58405
14.8042800891  n  1.58344
14.8130699449  n  1.58282
14.8218500334  n  1.58226
14.8306299789  n  1.58179
14.8394198921  n  1.58131
14.8481999475  n  1.58084
14.8569800246  n  1.58045
14.8657700496  n  1.58018
14.8745499054  n  1.57991
14.8833299486  n  1.57964
14.8921199196  n  1.57932
14.900900074  n  1.57895
14.9096799174  n  1.57857
14.9184698907  n  1.57819
14.9272499575  n  1.57786
14.9360301033  n  1.57757
14.9448199139  n  1.57728
14.9535999513  n  1.577
14.9623800131  n  1.57682
14.9711699432  n  1.57677
14.979950011  n  1.57672
14.988739934  n  1.57667
